periodo,seccion,indicador,entidad,valor
2026-03,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. BCI Perú,42.86290585363854
2026-03,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Compartamos Banco,50.359897561579515
2026-03,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Santander Consumer Bank,43.31489015504455
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. BBVA Perú,82.58680998389463
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,BANCOM,94.34870784091743
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. De Crédito del Perú (con sucursales en el exterior),78.98229131978673
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Pichincha,86.27789918993903
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Interamericano de Finanzas,87.23335963617737
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Scotiabank Perú,82.55397432424849
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Citibank,79.48948690361675
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Interbank,82.54207234585844
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Mibanco,95.39530659615131
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. GNB,91.16432681842038
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Falabella Perú,77.4244338774299
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Santander Perú,87.40455034182219
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Ripley,76.75481272456405
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Alfin Banco,85.38130000858293
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. ICBC,83.15933117823045
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Bank of China,86.98560953356072
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. BCI Perú,93.47024708179192
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Compartamos Banco,90.41556314108384
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Santander Consumer Bank,84.64970104370666
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. BBVA Perú,8.84575367715441
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,BANCOM,12.608729337656246
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. De Crédito del Perú (con sucursales en el exterior),9.340549328560472
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Pichincha,9.328940290475677
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,7.602770656512988
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Scotiabank Perú,7.9012013545999595
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Citibank,10.300143765391823
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Interbank,9.17754593807878
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Mibanco,19.998017222777012
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. GNB,8.067027627249995
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Falabella Perú,26.958623536320847
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Santander Perú,9.087033816455333
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Ripley,26.464972106277955
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Alfin Banco,25.494359197297463
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. ICBC,5.374989503959688
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Bank of China,4.034232772942819
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. BCI Perú,7.56556483615914
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Compartamos Banco,35.469174936441014
2026-03,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Santander Consumer Bank,29.05810139331406
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. BBVA Perú,10629.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),BANCOM,2323.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. De Crédito del Perú (con sucursales en el exterior),0.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. Pichincha,8159.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. Interamericano de Finanzas,9754.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Scotiabank Perú,8391.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Citibank,4672.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Interbank,7641.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Mibanco,1458.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. GNB,6862.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. Falabella Perú,2184.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. Santander Perú,23433.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. Ripley,1205.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Alfin Banco,888.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. ICBC,14861.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Bank of China,3132.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),B. BCI Perú,26173.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Compartamos Banco,686.0
2026-03,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal ( S/ Miles ),Santander Consumer Bank,1443.0
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. BBVA Perú,323451.5942407407
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),BANCOM,57430.62242307692
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. De Crédito del Perú (con sucursales en el exterior),479358.35830158734
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. Pichincha,473204.18346666667
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. Interamericano de Finanzas,268434.7680327869
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Scotiabank Perú,336098.2036375839
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Citibank,6253252.197
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Interbank,401329.00759701495
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Mibanco,38858.87171985815
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. GNB,427432.9881818182
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. Falabella Perú,69923.89453846154
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. Santander Perú,6511800.828
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. Ripley,47775.729838709674
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Alfin Banco,33476.528975609755
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. ICBC,1890440.854
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Bank of China,1782231.808
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),B. BCI Perú,3197740.333
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Compartamos Banco,26000.55503174603
2026-03,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas ( S/ Miles ),Santander Consumer Bank,12074.770052173913
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. BBVA Perú,18.023523283621444
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,BANCOM,5.443385990698716
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. De Crédito del Perú (con sucursales en el exterior),27.02873093872398
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Pichincha,4.237743439023835
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Interamericano de Finanzas,13.652211218880403
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Scotiabank Perú,11.945890890754656
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Citibank,29.933161374164367
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Interbank,16.891437360974145
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Mibanco,23.821195615053302
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. GNB,8.98557499047102
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Falabella Perú,17.817165437829043
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Santander Perú,18.03401933646387
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Ripley,16.53416461660795
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Alfin Banco,10.825105349025396
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. ICBC,5.736174598280621
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Bank of China,8.256840067829874
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. BCI Perú,5.634484439175348
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Compartamos Banco,26.19725469872558
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Santander Consumer Bank,11.981535285977651
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. BBVA Perú,2.2878475657228843
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,BANCOM,1.0873861034635133
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. De Crédito del Perú (con sucursales en el exterior),3.4279437760491165
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Pichincha,0.5184816132034488
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Interamericano de Finanzas,1.262791291451267
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Scotiabank Perú,1.9450341705234913
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Citibank,4.179662429707222
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Interbank,2.0905122788218975
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Mibanco,3.4761678294949485
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. GNB,1.2517191103244607
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Falabella Perú,4.054050784512667
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Santander Perú,2.774002736612084
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Ripley,3.6271113321721726
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Alfin Banco,1.038948597772022
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. ICBC,1.3112353709332014
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Bank of China,1.1206658473459
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. BCI Perú,1.0957735530572887
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Compartamos Banco,5.588938702369525
2026-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Santander Consumer Bank,3.6482165191607305
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. BBVA Perú,27.8
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),BANCOM,19.03
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. De Crédito del Perú (con sucursales en el exterior),34.94
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Pichincha,41.53
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Interamericano de Finanzas,34.57
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Scotiabank Perú,30.68
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Citibank,89.88
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Interbank,34.1
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Mibanco,23.53
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. GNB,35.2
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Falabella Perú,21.150000000000002
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Santander Perú,39.31
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Ripley,37.12
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Alfin Banco,35.96
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. ICBC,129.06
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Bank of China,181.9
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. BCI Perú,51.31
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Compartamos Banco,28.57
2026-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Santander Consumer Bank,19.44
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. BBVA Perú,48.51
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),BANCOM,57.4
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. De Crédito del Perú (con sucursales en el exterior),57.39
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Pichincha,45.9
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Interamericano de Finanzas,53.47
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Scotiabank Perú,57.370000000000005
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Citibank,110.04
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Interbank,52.47
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Mibanco,203.14000000000001
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. GNB,49.160000000000004
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Falabella Perú,187.76
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Santander Perú,55.01
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Ripley,422.63
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Alfin Banco,78.14
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. ICBC,62.89
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Bank of China,98.72
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. BCI Perú,93.4
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Compartamos Banco,97.89
2026-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Santander Consumer Bank,97.89
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. BBVA Perú,0.36
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),BANCOM,0.79
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. De Crédito del Perú (con sucursales en el exterior),0.14
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Pichincha,4.3
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Interamericano de Finanzas,0.3
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Scotiabank Perú,0.31
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Citibank,0.45
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Interbank,0.32
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Mibanco,56.82
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. GNB,0.36
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Falabella Perú,0.0
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Santander Perú,0.13
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Ripley,0.0
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Alfin Banco,15.15
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. ICBC,3.95
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Bank of China,0.85
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. BCI Perú,0.13
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Compartamos Banco,0.0
2026-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Santander Consumer Bank,813.1800000000001
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. BBVA Perú,0.48
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),BANCOM,4.71
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. De Crédito del Perú (con sucursales en el exterior),1.6500000000000001
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Pichincha,6.1000000000000005
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Interamericano de Finanzas,2.21
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Scotiabank Perú,1.3900000000000001
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Citibank,0.91
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Interbank,1.87
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Mibanco,187.85
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. GNB,7.6000000000000005
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Falabella Perú,0.0
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Santander Perú,0.97
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Ripley,0.0
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Alfin Banco,2.45
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. ICBC,9.98
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Bank of China,3.99
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. BCI Perú,4.44
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Compartamos Banco,0.0
2026-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Santander Consumer Bank,5418.51
