tipo_entidad,entidad,periodo,Apoyo y Asociados Internacionales,JCR Latino America,Microrate,rating_moodys,PCR (Pacific Credit Rating)
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2019 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2019 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2020 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2020 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2021 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2021 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2022 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2022 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2023 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2023 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2024 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2024 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2025 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2025 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2026 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2026 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2012 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2012 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2013 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2013 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2014 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2014 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2015 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2015 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2016 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2016 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2017 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2017 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2018 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2018 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2019 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2019 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2020 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2020 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2021 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2021 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2022 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2022 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2023 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2023 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2024 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2024 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2025 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2025 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2026 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,STA MA MAGDALENA,2026 - SEPTIEMBRE,,4.0,,,
Empresa de Créditos,EMP.CRED.SANTANDER,2012 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2012 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2013 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2013 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2014 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2014 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2015 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2015 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2016 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2016 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2017 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2017 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2018 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2018 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2019 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2019 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2020 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2020 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2021 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2021 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2022 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2022 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2023 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2023 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2024 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2024 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2025 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2025 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2026 - MARZO,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.SANTANDER,2026 - SEPTIEMBRE,9.0,,,8.0,
Empresa de Créditos,EMP.CRED.VIVELA,2012 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2012 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2013 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2013 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2014 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2014 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2015 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2015 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2016 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2016 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2017 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2017 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2018 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2018 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2019 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2019 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2020 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2020 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2021 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2021 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2022 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2022 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2023 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2023 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2024 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2024 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2025 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2025 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2026 - MARZO,,,,,7.0
Empresa de Créditos,EMP.CRED.VIVELA,2026 - SEPTIEMBRE,,,,,7.0
Empresa de Créditos,TOTAL SERVICIOS,2012 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2012 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2013 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2013 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2014 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2014 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2015 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2015 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2016 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2016 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2017 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2017 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2018 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2018 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2019 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2019 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2020 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2020 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2021 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2021 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2022 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2022 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2023 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2023 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2024 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2024 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2025 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2025 - SEPTIEMBRE,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2026 - MARZO,,,,,8.0
Empresa de Créditos,TOTAL SERVICIOS,2026 - SEPTIEMBRE,,,,,8.0
Financiera,FINANC. PROEMPRESA,2012 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2012 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2013 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2013 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2014 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2014 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2015 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2015 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2016 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2016 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2017 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2017 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2018 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2018 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2019 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2019 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2020 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2020 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2021 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2021 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2022 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2022 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2023 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2023 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2024 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2024 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2025 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2025 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2026 - MARZO,3.0,,,3.0,
Financiera,FINANC. PROEMPRESA,2026 - SEPTIEMBRE,3.0,,,3.0,
Financiera,FINANCIERA CONFIANZA,2012 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2012 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2013 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2013 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2014 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2014 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2015 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2015 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2016 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2016 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2017 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2017 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2018 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2018 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2019 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2019 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2020 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2020 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2021 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2021 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2022 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2022 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2023 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2023 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2024 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2024 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2025 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2025 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2026 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA CONFIANZA,2026 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA QAPAQ,2012 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2012 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2013 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2013 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2014 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2014 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2015 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2015 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2016 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2016 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2017 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2017 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2018 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2018 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2019 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2019 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2020 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2020 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2021 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2021 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2022 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2022 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2023 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2023 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2024 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2024 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2025 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2025 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2026 - MARZO,4.0,,,3.0,3.0
Financiera,FINANCIERA QAPAQ,2026 - SEPTIEMBRE,4.0,,,3.0,3.0
Financiera,FINANCIERA SURGIR,2012 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2012 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2013 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2013 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2014 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2014 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2015 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2015 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2016 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2016 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2017 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2017 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2018 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2018 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2019 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2019 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2020 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2020 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2021 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2021 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2022 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2022 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2023 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2023 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2024 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2024 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2025 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2025 - SEPTIEMBRE,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2026 - MARZO,8.0,,,8.0,
Financiera,FINANCIERA SURGIR,2026 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2012 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2012 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2013 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2013 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2014 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2014 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2015 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2015 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2016 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2016 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2017 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2017 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2018 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2018 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2019 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2019 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2020 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2020 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2021 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2021 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2022 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2022 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2023 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2023 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2024 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2024 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2025 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2025 - SEPTIEMBRE,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2026 - MARZO,8.0,,,8.0,
Financiera,INFINANCE XP S.A.,2026 - SEPTIEMBRE,8.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2012 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2012 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2013 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2013 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2014 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2014 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2015 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2015 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2016 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2016 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2017 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2017 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2018 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2018 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2019 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2019 - SEPTIEMBRE,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2020 - MARZO,9.0,,,8.0,
Financiera,MITSUI AUTO FINANCE,2020 - SEPTIEMBRE,9.0,,,8.0,
