tipo_entidad,entidad,periodo,Apoyo y Asociados Internacionales,JCR Latino America,Microrate,rating_moodys,PCR (Pacific Credit Rating)
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2019 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2020 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2020 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2021 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2021 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2022 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2022 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2023 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2023 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2024 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2024 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2025 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2025 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2026 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,EFIDE,2026 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2012 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2012 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2013 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2013 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2014 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2014 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2015 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2015 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2016 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2016 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2017 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2017 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2018 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2018 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2019 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2019 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2020 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2020 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2021 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2021 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2022 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2022 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2023 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2023 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2024 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2024 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2025 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2025 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2026 - MARZO,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,KORI,2026 - SEPTIEMBRE,,,4.0,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2012 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2012 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2013 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2013 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2014 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2014 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2015 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2015 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2016 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2016 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2017 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2017 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2018 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2018 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2019 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2019 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2020 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2020 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2021 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2021 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2022 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2022 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2023 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2023 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2024 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2024 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2025 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2025 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2026 - MARZO,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 2 B,SAN ISIDRO,2026 - SEPTIEMBRE,,4.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2012 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2012 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2013 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2013 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2014 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2014 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2015 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2015 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2016 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2016 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2017 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2017 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2018 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2018 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2019 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2019 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2020 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2020 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2021 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2021 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2022 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2022 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2023 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2023 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2024 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2024 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2025 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2025 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2026 - MARZO,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL  SOLIDEZ,2026 - SEPTIEMBRE,,2.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2012 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2012 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2013 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2013 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2014 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2014 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2015 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2015 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2016 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2016 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2017 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2017 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2018 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2018 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2019 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2019 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2020 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2020 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2021 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2021 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2022 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2022 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2023 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2023 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2024 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2024 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2025 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2025 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2026 - MARZO,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,CENTRAL CIDERURAL,2026 - SEPTIEMBRE,,3.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2012 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2012 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2013 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2013 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2014 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2014 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2015 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2015 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2016 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2016 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2017 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2017 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2018 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2018 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2019 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2019 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2020 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2020 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2021 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2021 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2022 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2022 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2023 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2023 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2024 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2024 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2025 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2025 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2026 - MARZO,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,LOS ANDES COTARUSI,2026 - SEPTIEMBRE,,5.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2012 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2012 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2013 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2013 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2014 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2014 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2015 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2015 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2016 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2016 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2017 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2017 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2018 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2018 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2019 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2019 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2020 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2020 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2021 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2021 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2022 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2022 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2023 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2023 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2024 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2024 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2025 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2025 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2026 - MARZO,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN CRISTOBAL HUAM,2026 - SEPTIEMBRE,,,,,4.0
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2012 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2012 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2013 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2013 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2014 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2014 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2015 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2015 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2016 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2016 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2017 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2017 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2018 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2018 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2019 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2019 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2020 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2020 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2021 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2021 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2022 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2022 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2023 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2023 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2024 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2024 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2025 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2025 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2026 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SAN MARTIN DE PORRES,2026 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2012 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2012 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2013 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2013 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2014 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2014 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2015 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2015 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2016 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2016 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2017 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2017 - SEPTIEMBRE,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2018 - MARZO,,6.0,,,
Cooperativa de Ahorro y Crédito - Nivel 3,SN CRISTO DE BAGAZÁN,2018 - SEPTIEMBRE,,6.0,,,
