periodo,seccion,indicador,entidad,valor
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. De Crédito del Perú (con sucursales en el exterior),2.43550069228041
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Financiero,0.3034708101519742
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Interamericano de Finanzas,0.770481448441163
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Scotiabank Perú,2.121896647640103
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Citibank,2.453413576920583
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Interbank (con sucursales en el exterior),2.0822405044351617
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Mibanco,2.859275378843272
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. GNB,0.908911511799668
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Falabella Perú,1.588130389116833
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Santander Perú,1.4023453084503126
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Ripley,3.1377908848789797
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Azteca Perú,2.1068717697569834
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Cencosud,0.9694492867371505
2017-03,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. ICBC,-1.464224431138781
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Continental,33.71
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. De Comercio,19.69
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. De Crédito del Perú (con sucursales en el exterior),37.08
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Financiero,20.79
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Interamericano de Finanzas,14.19
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Scotiabank Perú,18.43
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Citibank,67.11
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Interbank (con sucursales en el exterior),28.03
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Mibanco,37.79
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. GNB,27.84
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Falabella Perú,42.03
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Santander Perú,30.55
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Ripley,29.66
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Azteca Perú,44.12
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Cencosud,82.93
2017-03,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. ICBC,182.73
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Continental,44.38
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. De Comercio,79.18
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. De Crédito del Perú (con sucursales en el exterior),37.2
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Financiero,33.73
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Interamericano de Finanzas,46.02
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Scotiabank Perú,38.13
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Citibank,99.07
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Interbank (con sucursales en el exterior),55.35
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Mibanco,36.12
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. GNB,48.55
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Falabella Perú,102.58
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Santander Perú,55.29
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Ripley,503.39
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Azteca Perú,76.75
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Cencosud,155.25
2017-03,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. ICBC,67.34
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Continental,0.26
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. De Comercio,1.09
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. De Crédito del Perú (con sucursales en el exterior),0.2
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Financiero,1.27
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Interamericano de Finanzas,0.52
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Scotiabank Perú,0.14
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Citibank,0.04
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Interbank (con sucursales en el exterior),0.28
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Mibanco,33.13
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. GNB,1.24
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Falabella Perú,0.0
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Santander Perú,1.04
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Ripley,0.0
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Azteca Perú,18.7
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Cencosud,0.0
2017-03,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. ICBC,1.39
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Continental,1.12
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. De Comercio,10.45
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. De Crédito del Perú (con sucursales en el exterior),1.18
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Financiero,3.97
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Interamericano de Finanzas,1.78
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Scotiabank Perú,1.26
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Citibank,1.15
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Interbank (con sucursales en el exterior),1.59
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Mibanco,66.82
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. GNB,6.01
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Falabella Perú,0.0
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Santander Perú,5.52
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Ripley,0.0
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Azteca Perú,24.17
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Cencosud,0.0
2017-03,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. ICBC,1.0
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Continental,1.7798287238000359
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. De Comercio,0.2023642030762936
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. De Crédito del Perú (con sucursales en el exterior),-0.7044062531893434
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Financiero,6.923524080986754
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Interamericano de Finanzas,1.715861645177778
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,Scotiabank Perú,0.9736738310763237
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,Citibank,45.16882137357693
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,Interbank (con sucursales en el exterior),3.386169402947179
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,Mibanco,0.23527493708128513
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. GNB,0.016581035998643866
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Falabella Perú,0.31942280617917723
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Santander Perú,1.0648440344714385
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Ripley,0.9030078887189285
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Azteca Perú,0.7283661326689038
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. Cencosud,0.10015673996244996
2017-03,POSICIÓN EN MONEDA EXTRANJERA,Posición Global Promedio / Patrimonio Efectivo **,B. ICBC,19.854709533247604
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Continental,14.98
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. De Comercio,12.59
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. De Crédito del Perú (con sucursales en el exterior),16.73
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Financiero,13.67
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Interamericano de Finanzas,13.3
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),Scotiabank Perú,14.13
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),Citibank,20.84
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),Interbank (con sucursales en el exterior),17.1
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),Mibanco,16.45
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. GNB,14.89
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Falabella Perú,16.16
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Santander Perú,17.02
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Ripley,14.75
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Azteca Perú,24.15
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. Cencosud,21.37
2017-05,SOLVENCIA,Ratio de Capital Global (al 31/03/2017),B. ICBC,57.92
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Continental,12.06
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. De Comercio,6.95
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. De Crédito del Perú (con sucursales en el exterior),9.23
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Financiero,10.59
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Interamericano de Finanzas,15.07
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Scotiabank Perú,7.95
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Citibank,4.58
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Interbank (con sucursales en el exterior),9.8
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Mibanco,8.94
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. GNB,7.17
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Falabella Perú,6.6
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Santander Perú,7.96
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Ripley,5.82
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Azteca Perú,3.51
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Cencosud,2.7
2017-05,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. ICBC,2.84
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Continental,3.09
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. De Comercio,3.72
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. De Crédito del Perú (con sucursales en el exterior),2.91
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Financiero,4.56
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Interamericano de Finanzas,2.7
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,Scotiabank Perú,3.27
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,Citibank,1.82
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,Interbank (con sucursales en el exterior),2.86
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,Mibanco,4.68
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. GNB,2.43
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Falabella Perú,6.73
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Santander Perú,0.65
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Ripley,3.13
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Azteca Perú,9.63
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Cencosud,6.41
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. ICBC,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Continental,2.7504434495607253
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. De Comercio,3.5896215186544773
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. De Crédito del Perú (con sucursales en el exterior),2.4587863055351122
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Financiero,4.061472596323138
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Interamericano de Finanzas,2.5508508174570856
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Scotiabank Perú,2.792126623683812
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Citibank,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Interbank (con sucursales en el exterior),2.6453640385865813
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Mibanco,2.9997419106609913
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. GNB,1.9924256874624815
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Falabella Perú,6.316834821009358
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Santander Perú,0.6261010360218865
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Ripley,2.79392204866997
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Azteca Perú,8.13797309626166
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Cencosud,5.5417962704317185
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. ICBC,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Continental,1.91
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. De Comercio,1.47
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. De Crédito del Perú (con sucursales en el exterior),0.98
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Financiero,3.21
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Interamericano de Finanzas,2.16
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Scotiabank Perú,0.79
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Citibank,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Interbank (con sucursales en el exterior),1.05
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Mibanco,1.28
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. GNB,0.79
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Falabella Perú,2.59
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Santander Perú,0.79
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Ripley,0.36
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Azteca Perú,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Cencosud,1.02
2017-05,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. ICBC,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Continental,2.78
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. De Comercio,2.61
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. De Crédito del Perú (con sucursales en el exterior),3.62
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Financiero,3.51
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Interamericano de Finanzas,1.96
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Scotiabank Perú,3.13
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Citibank,0.97
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Interbank (con sucursales en el exterior),2.91
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Mibanco,4.43
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. GNB,1.8
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Falabella Perú,6.6
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Santander Perú,0.26
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Ripley,3.13
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Azteca Perú,9.63
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Cencosud,6.41
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. ICBC,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Continental,3.71
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. De Comercio,15.42
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. De Crédito del Perú (con sucursales en el exterior),1.85
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Financiero,7.64
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Interamericano de Finanzas,4.29
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Scotiabank Perú,3.54
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Citibank,4.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Interbank (con sucursales en el exterior),2.73
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Mibanco,19.55
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. GNB,4.4
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Falabella Perú,21.45
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Santander Perú,1.08
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Ripley,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Azteca Perú,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Cencosud,0.0
2017-05,CALIDAD DE ACTIVOS,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. ICBC,0.0
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Continental,164.24
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. De Comercio,145.66
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. De Crédito del Perú (con sucursales en el exterior),147.88
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Financiero,108.49
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Interamericano de Finanzas,154.16
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Scotiabank Perú,129.99
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Citibank,57.67
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Interbank (con sucursales en el exterior),167.95
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Mibanco,169.8
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. GNB,142.4
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Falabella Perú,153.85
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Santander Perú,313.98
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Ripley,201.77
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Azteca Perú,221.89
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Cencosud,130.44
2017-05,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. ICBC,0.0
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Continental,2.0533263626511267
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. De Comercio,4.392063473128813
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. De Crédito del Perú (con sucursales en el exterior),2.817541121186752
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Financiero,4.287125231452812
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,2.213898345004511
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Scotiabank Perú,2.4701290926683583
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Citibank,2.6826166609106354
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Interbank (con sucursales en el exterior),3.4645803672538515
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Mibanco,8.463689892128343
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. GNB,2.613445821589011
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Falabella Perú,11.156433201583454
2017-05,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Santander Perú,1.0945775060917917
