periodo,seccion,indicador,entidad,valor
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Interbank,7.770044520090325
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Mibanco,-1.1720936879746253
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. GNB,0.2568282430142177
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Falabella Perú,-11.963723003349584
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Santander Perú,15.08771408804201
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Ripley,-36.164386439828675
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Azteca Perú,-132.42398403971617
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. ICBC,7.147188198766992
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. China Perú,-6.269686823561768
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. BBVA Perú,0.7251616900009269
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. De Comercio,0.6725138453200389
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. De Crédito del Perú (con sucursales en el exterior),0.8403934947437994
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Pichincha,-0.41091788565099224
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Interamericano de Finanzas,0.48825870737256705
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Scotiabank Perú,0.48712027635323735
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Citibank,1.3704524197641024
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Interbank,0.6962530961938589
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Mibanco,-0.16524257662401126
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. GNB,0.033334868033588656
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Falabella Perú,-2.1943124231021005
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Santander Perú,1.4755098901108752
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Ripley,-5.91101610391984
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Azteca Perú,-20.000929580126332
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. ICBC,0.7758170083888843
2021-07,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. China Perú,-5.053840551545038
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. BBVA Perú,38.48
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. De Comercio,47.59
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. De Crédito del Perú (con sucursales en el exterior),43.84
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Pichincha,27.04
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Interamericano de Finanzas,34.35
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Scotiabank Perú,36.83
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Citibank,97.38
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Interbank,55.48
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),Mibanco,28.69
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. GNB,53.38
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Falabella Perú,39.24
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Santander Perú,68.14
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Ripley,53.7
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. Azteca Perú,28.71
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. ICBC,144.23
2021-07,LIQUIDEZ,Ratio de Liquidez MN (Promedio de saldos del mes),B. China Perú,764.99
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. BBVA Perú,46.59
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. De Comercio,98.2
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. De Crédito del Perú (con sucursales en el exterior),44.91
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Pichincha,44.89
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Interamericano de Finanzas,44.54
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Scotiabank Perú,40.67
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Citibank,53.75
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Interbank,58.08
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),Mibanco,80.54
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. GNB,94.55
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Falabella Perú,88.07
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Santander Perú,52.14
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Ripley,703.24
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. Azteca Perú,87.25
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. ICBC,82.06
2021-07,LIQUIDEZ,Ratio de Liquidez ME (Promedio de saldos del mes),B. China Perú,111.78
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. BBVA Perú,0.65
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. De Comercio,3.92
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. De Crédito del Perú (con sucursales en el exterior),0.25
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Pichincha,1.78
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Interamericano de Finanzas,0.25
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Scotiabank Perú,0.27
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Citibank,0.47
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Interbank,0.85
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),Mibanco,26.92
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. GNB,2.44
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Falabella Perú,0.0
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Santander Perú,2.33
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Ripley,0.0
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. Azteca Perú,122.69
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. ICBC,1.24
2021-07,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN ( N° de veces ),B. China Perú,5.91
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. BBVA Perú,0.75
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. De Comercio,10.69
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. De Crédito del Perú (con sucursales en el exterior),0.95
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Pichincha,3.19
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Interamericano de Finanzas,1.17
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Scotiabank Perú,1.02
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Citibank,0.43
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Interbank,1.88
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),Mibanco,95.82
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. GNB,6.27
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Falabella Perú,0.0
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Santander Perú,1.18
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Ripley,0.0
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. Azteca Perú,3.75
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. ICBC,3.64
2021-07,LIQUIDEZ,Caja y Bancos en ME / Obligaciones a la Vista ME ( N° de veces),B. China Perú,2.71
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. BBVA Perú,14.47
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. De Comercio,14.27
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. De Crédito del Perú (con sucursales en el exterior),15.51
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. Pichincha,13.09
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. Interamericano de Finanzas,13.34
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),Scotiabank Perú,15.48
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),Citibank,27.94
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),Interbank,16.49
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),Mibanco,17.09
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. GNB,17.58
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. Falabella Perú,13.27
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. Santander Perú,16.23
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. Ripley,12.51
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. Azteca Perú,11.71
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. ICBC,34.06
2021-06,SOLVENCIA,Ratio de Capital Global (al 31/05/2021),B. China Perú,150.14
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. BBVA Perú,11.43
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. De Comercio,5.47
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. De Crédito del Perú (con sucursales en el exterior),9.35
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Pichincha,10.61
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Interamericano de Finanzas,14.01
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Scotiabank Perú,7.32
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Citibank,10.98
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Interbank,10.49
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),Mibanco,6.74
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. GNB,6.86
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Falabella Perú,4.06
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Santander Perú,9.58
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Ripley,3.71
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. Azteca Perú,2.52
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. ICBC,9.97
2021-06,SOLVENCIA,Pasivo Total / Capital Social y Reservas ( N° de veces ),B. China Perú,0.76
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. BBVA Perú,3.26
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. De Comercio,3.37
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. De Crédito del Perú (con sucursales en el exterior),3.09
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Pichincha,6.31
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Interamericano de Finanzas,2.97
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,Scotiabank Perú,4.39
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,Citibank,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,Interbank,3.03
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,Mibanco,8.95
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. GNB,4.08
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Falabella Perú,3.05
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Santander Perú,1.31
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Ripley,4.18
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. Azteca Perú,12.99
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. ICBC,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados (criterio SBS)* / Créditos Directos,B. China Perú,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. BBVA Perú,3.085700888700196
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. De Comercio,3.0763133272734855
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. De Crédito del Perú (con sucursales en el exterior),2.583252270057392
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Pichincha,5.452497005425512
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Interamericano de Finanzas,2.671173854045689
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Scotiabank Perú,3.9800292165308866
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Citibank,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Interbank,2.8560244126371903
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Mibanco,6.393898618329604
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. GNB,3.8979696248706106
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Falabella Perú,2.7624999141546325
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Santander Perú,1.0045353120131626
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Ripley,3.9331414793370234
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Azteca Perú,11.4293146804068
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. ICBC,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. BBVA Perú,2.91
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. De Comercio,3.64
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. De Crédito del Perú (con sucursales en el exterior),1.44
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Pichincha,4.12
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Interamericano de Finanzas,2.39
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,Scotiabank Perú,2.29
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,Citibank,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,Interbank,0.59
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,Mibanco,0.5
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. GNB,3.63
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Falabella Perú,3.55
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Santander Perú,0.29
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Ripley,4.99
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Azteca Perú,10.11
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. ICBC,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Refinanciados y Reestructurados / Créditos Directos,B. China Perú,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. BBVA Perú,2.93
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. De Comercio,3.15
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. De Crédito del Perú (con sucursales en el exterior),3.37
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Pichincha,6.71
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Interamericano de Finanzas,2.95
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Scotiabank Perú,4.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Citibank,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Interbank,3.15
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,Mibanco,8.88
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. GNB,3.81
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Falabella Perú,3.05
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Santander Perú,1.1
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Ripley,4.18
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. Azteca Perú,12.99
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. ICBC,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados MN (criterio SBS)* / Créditos Directos MN,B. China Perú,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. BBVA Perú,4.17
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. De Comercio,6.92
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. De Crédito del Perú (con sucursales en el exterior),2.46
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Pichincha,5.02
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Interamericano de Finanzas,3.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Scotiabank Perú,5.46
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Citibank,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Interbank,2.64
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,Mibanco,32.06
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. GNB,5.1
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Falabella Perú,16.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Santander Perú,1.47
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Ripley,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. Azteca Perú,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. ICBC,0.0
2021-06,CALIDAD DE ACTIVOS**,Créditos Atrasados ME (criterio SBS)* / Créditos Directos ME,B. China Perú,0.0
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. BBVA Perú,202.09
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. De Comercio,212.33
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. De Crédito del Perú (con sucursales en el exterior),196.62
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. Pichincha,119.82
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. Interamericano de Finanzas,201.08
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,Scotiabank Perú,144.53
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,Citibank,0.0
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,Interbank,208.85
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,Mibanco,141.06
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. GNB,180.26
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. Falabella Perú,244.0
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. Santander Perú,189.56
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. Ripley,261.16
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. Azteca Perú,162.26
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. ICBC,0.0
2021-06,CALIDAD DE ACTIVOS**,Provisiones / Créditos Atrasados,B. China Perú,0.0
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. BBVA Perú,1.7432332970296849
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. De Comercio,3.7386396389555503
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. De Crédito del Perú (con sucursales en el exterior),2.1920504037191044
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Pichincha,3.472217634204121
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,1.5546029261873837
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Scotiabank Perú,1.9319226015482902
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Citibank,1.8074552476585701
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Interbank,2.153656837356467
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Mibanco,6.832619688132231
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. GNB,1.7192425050946143
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Falabella Perú,14.440856467501458
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Santander Perú,1.3222362988052019
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Ripley,12.632399739555753
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Azteca Perú,41.83136324824107
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. ICBC,0.8212232232089931
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. BBVA Perú,38.84601110225551
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. De Comercio,52.92329959102877
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. De Crédito del Perú (con sucursales en el exterior),42.31335107061651
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Pichincha,57.49117794400341
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Interamericano de Finanzas,42.466766708900856
2021-06,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Scotiabank Perú,42.10358802966307
